subject_id,segment_id,label,timepoint,ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15
22,0,0,219,-1.3272,-1.3399,-0.7617,-1.2347,-1.3702,-1.2513,-1.185,-1.1783,-1.2236,-0.7182,-1.1138,-1.2354,-1.2997,-1.275,-1.2544,-0.9308
22,0,0,220,-1.6354,-0.7685,-1.2924,-1.2247,-1.335,-1.169,-1.046,-1.3254,-1.1144,-1.2135,-1.3281,-1.3346,-1.2708,-1.3382,-1.3627,-1.5416
22,0,0,221,-1.559,-1.9427,-1.293,-1.6106,-1.6788,-1.5687,-1.5845,-1.7575,-1.6513,-1.5816,-1.6107,-1.6089,-1.6328,-1.748,-1.438,-1.56
22,0,0,222,-1.3728,-1.8219,-1.7222,-1.633,-1.8354,-1.6177,-1.7021,-1.4617,-1.7216,-1.8253,-1.8761,-1.7542,-1.4696,-1.4749,-1.7985,-1.3578
22,0,0,223,-1.8466,-2.3546,-1.7568,-1.7888,-1.463,-1.9588,-1.8646,-1.9947,-1.558,-1.9485,-1.9896,-1.8247,-1.6413,-1.8362,-1.8194,-2.2608
22,0,0,224,-1.8872,-1.4163,-1.9383,-2.0786,-1.9183,-1.2135,-2.1707,-1.9609,-1.977,-1.8122,-2.0536,-2.3518,-1.7871,-1.5183,-2.1839,-1.7735
22,0,0,225,-1.7476,-1.8728,-1.5268,-1.9798,-1.6403,-1.9052,-1.7343,-1.6552,-1.9083,-1.7846,-1.5946,-1.9462,-1.7759,-1.9101,-2.0719,-1.7915
22,0,0,226,-1.3078,-1.1566,-1.2929,-1.153,-1.5992,-1.3961,-1.6279,-1.6392,-1.8533,-1.2977,-1.7997,-1.5075,-1.3262,-1.5402,-1.1038,-1.6223
22,0,0,227,-0.9051,-0.8449,-0.9887,-0.8404,-0.881,-0.8252,-0.7457,-0.5529,-0.8004,-1.0141,-0.5767,-0.5822,-0.9021,-1.0809,-0.8907,-0.6329
22,0,0,228,-0.0925,-0.3875,-0.3666,-0.4551,-0.4609,-0.2202,0.0636,-0.5184,-0.319,-0.2176,-0.3939,-0.1445,0.1407,-0.3391,-0.3836,0.1873
22,0,0,229,0.0499,0.4544,0.6017,0.6975,0.4309,0.4503,0.4126,0.4742,0.1196,0.7532,0.1092,0.6666,0.4637,0.6831,0.6375,0.5825
22,0,0,230,1.0104,1.1358,0.9424,1.104,1.3849,1.1871,0.8929,1.0445,1.0514,0.8244,0.8449,1.2854,1.1183,1.2921,1.5744,1.3074
22,0,0,231,1.5924,1.5562,1.5361,1.5792,1.7991,2.049,2.0164,1.7164,2.1545,1.5584,1.7938,1.721,1.6816,1.7405,1.598,2.0419
22,0,0,232,1.8325,2.3318,2.0599,2.3311,1.8945,2.4177,2.587,2.1635,1.7301,1.8047,2.5876,2.3749,2.495,2.3644,2.2436,2.3095
22,0,0,233,2.7553,2.4147,2.2791,2.375,2.0381,1.9797,2.3825,2.4708,2.2325,2.6492,2.2557,2.4903,2.2526,2.3751,2.6202,2.4544
22,0,0,234,2.7224,2.5062,2.4836,2.7805,2.2454,2.1959,2.2208,2.32,2.3357,2.5507,2.3577,2.4123,2.3252,2.0594,2.7725,2.5181
22,0,0,235,2.6579,2.1216,2.1618,1.9697,2.4738,2.0108,2.1403,2.4608,1.9737,2.3907,2.6503,2.2372,1.9517,2.1745,1.9799,2.0136
22,0,0,236,1.6778,1.7925,1.8637,1.8329,1.74,1.3189,2.0657,1.7232,1.6973,1.6224,1.8647,2.0835,1.8295,1.5823,1.8779,1.9063
22,0,0,237,1.346,1.1823,1.3843,0.9406,1.4863,1.0024,1.3978,0.8337,1.5183,1.218,1.4325,1.4832,1.4402,1.2697,1.4944,1.6398
22,0,0,238,0.9176,0.2503,0.9125,0.6757,0.5689,0.6076,0.7634,0.9375,1.1011,0.9217,0.7788,0.8611,0.9815,0.7218,0.7468,0.827
22,0,0,239,0.1343,-0.2193,0.136,0.062,0.279,0.4019,0.1877,0.397,0.1819,0.2438,0.3278,-0.0256,0.2059,0.4954,0.0831,0.461
22,0,0,240,-0.2853,-0.1352,-0.6176,-0.0181,-0.1128,-0.2392,-0.6688,-0.1019,-0.1246,0.0548,-0.3738,-0.028,-0.3174,-0.3258,-0.3216,-0.1062
22,0,0,241,-0.7631,-0.4187,-0.5345,-0.5708,-0.1503,-0.6631,-0.5923,-0.6662,-0.7372,-0.3502,-0.4986,-0.5675,-0.3371,-0.3848,-0.5972,-0.8111
22,0,0,242,-0.8087,-0.5233,-0.8699,-0.5526,-0.7891,-0.7308,-0.7417,-0.6984,-0.864,-0.8434,-0.7727,-0.3834,-1.2268,-0.9373,-0.522,-0.8395
22,0,0,243,-0.9214,-0.9968,-1.0582,-0.9225,-0.7578,-1.0818,-1.3037,-0.8943,-1.0877,-1.2119,-1.1572,-0.8221,-0.8801,-0.6143,-0.9573,-1.2221
22,0,0,244,-1.22,-1.0174,-0.993,-1.0039,-0.9661,-1.24,-1.3893,-1.0927,-1.2397,-1.0914,-1.0673,-1.3622,-1.1825,-0.9478,-1.0731,-0.7675
22,0,0,245,-1.2394,-1.0712,-1.4856,-1.6726,-1.4435,-1.643,-1.4648,-0.928,-1.5841,-1.2299,-1.5762,-1.2871,-1.1094,-1.6983,-1.4755,-1.1448
22,0,0,246,-1.4299,-1.8263,-1.81,-1.6794,-1.6003,-1.6183,-1.539,-1.6034,-1.5131,-1.2532,-1.5125,-1.1918,-1.7152,-1.3247,-1.5776,-1.682
22,0,0,247,-2.012,-1.7753,-1.8084,-1.9623,-1.5501,-1.6507,-1.9761,-1.7023,-1.5052,-1.8308,-1.5394,-1.4321,-1.784,-1.5129,-1.7174,-1.8325
22,0,0,248,-1.629,-2.0157,-2.2026,-1.9397,-1.9192,-1.9658,-1.9249,-2.0003,-1.7492,-1.8143,-1.846,-1.7834,-1.8727,-2.2241,-1.843,-1.9224
22,0,0,249,-2.1656,-1.8656,-1.9439,-2.0699,-2.1691,-1.9708,-1.8537,-2.1731,-1.8145,-1.6086,-1.8421,-1.623,-2.0226,-1.6131,-1.9836,-1.8805
22,0,0,250,-1.4732,-1.9682,-1.7459,-1.9801,-1.8685,-1.6664,-1.8781,-1.6578,-1.5456,-1.6912,-1.8667,-1.9071,-1.9951,-1.8929,-1.9808,-1.6683
22,0,0,251,-1.7157,-1.8305,-1.414,-1.8181,-1.7331,-1.6362,-1.3909,-1.6742,-1.62,-1.5763,-1.2301,-1.6949,-1.2916,-1.1148,-1.2732,-1.6519
22,0,0,252,-1.3021,-1.3025,-0.594,-1.6456,-1.2429,-0.8746,-1.4232,-0.7491,-1.0199,-0.8112,-0.9682,-1.1227,-0.9583,-0.7157,-1.1713,-1.4658
22,0,0,253,-0.692,-0.2968,-0.649,-0.3833,-0.4847,-0.4213,-0.4254,-0.5066,-0.5491,-0.8196,-0.5105,-0.4733,-0.5044,-0.4236,-0.8403,-0.5846
22,0,0,254,-0.1546,0.1045,0.5049,0.1937,0.3681,0.3124,-0.0595,0.4023,0.1683,0.1227,0.229,0.1019,0.3234,0.2841,0.3464,-0.4491
22,0,0,255,0.8247,1.0049,0.243,0.9004,0.9655,0.7644,0.9658,0.9538,0.4453,1.2311,0.566,0.8782,0.8344,0.9532,0.7752,0.7258
22,1,0,0,-0.1286,-0.1413,-0.1721,0.1684,0.0444,-0.148,-0.1986,-0.0036,-0.1077,0.0454,0.1676,-0.2147,-0.4548,0.1046,0.0871,0.2661
22,1,0,1,0.6348,0.8952,0.9116,0.647,0.8238,0.7023,0.3367,0.6351,0.3937,0.7605,0.377,0.9009,0.8944,0.6115,1.0078,0.4891
22,1,0,2,1.6394,1.5891,1.618,1.3383,1.1352,1.2261,1.2363,1.3951,1.1734,0.8069,1.1077,1.593,1.2599,1.4573,1.3174,1.1966
22,1,0,3,1.8898,2.1702,1.9592,2.1476,1.9874,2.0647,1.7888,2.1774,1.9971,1.9136,1.5594,1.8487,1.8156,1.791,2.1648,1.803
22,1,0,4,1.8614,2.301,2.1022,2.3073,2.1149,2.3309,2.3661,2.2179,1.8144,2.2431,2.3407,2.3405,1.8784,2.0312,2.0258,2.0511
22,1,0,5,2.4057,1.9756,2.3564,2.0964,2.1764,2.4524,2.2075,2.263,2.1231,2.369,2.1319,2.0246,2.2723,2.245,2.1715,2.167
22,1,0,6,2.1628,2.0656,2.2878,1.8056,1.7491,2.0086,2.2212,1.9518,1.813,1.7962,1.9142,1.9299,2.1708,2.3779,2.184,2.2813
22,1,0,7,1.8745,1.7334,1.5051,1.921,1.7933,1.9576,1.4211,1.6072,2.0263,1.4135,1.5967,1.6103,2.1561,1.6502,2.0697,1.6588
22,1,0,8,1.583,1.5196,1.3389,1.2005,1.5778,1.5388,2.0709,1.3075,1.0986,1.2868,1.3227,1.2963,1.3042,1.3726,1.5828,1.5079
22,1,0,9,1.127,1.0405,0.9522,1.2167,1.1106,1.1632,0.9154,0.8883,1.0505,1.0881,1.0526,1.1055,1.0064,1.1261,0.9291,0.7656
22,1,0,10,0.8011,0.3653,0.8443,0.8357,0.7091,0.9839,0.7792,0.8336,0.9265,0.6737,0.6187,0.4085,0.4605,0.6115,0.1472,0.6893
22,1,0,11,0.2016,0.1021,0.222,0.7119,0.4015,0.6487,0.2807,0.2216,0.4968,0.6567,0.7412,0.6503,0.6455,0.1364,0.2099,0.158
22,1,0,12,0.2509,0.1816,0.0298,-0.2075,-0.0322,0.0289,-0.4298,0.1821,0.0876,0.0205,0.0692,0.1685,-0.156,0.1755,-0.0086,-0.1628
22,1,0,13,0.0186,0.0076,-0.2775,-0.0552,0.0597,-0.2545,0.1797,-0.5752,0.0423,-0.1835,-0.1194,-0.4127,-0.5807,-0.2051,0.1712,0.1272
22,1,0,14,-0.4932,-0.4473,-0.5112,-0.5492,-0.3179,-0.5441,-0.6462,-0.7589,-0.3584,-0.2667,-0.7828,-0.6286,-0.6201,-0.2927,-0.4309,-0.2035
22,1,0,15,-0.6119,-1.0165,-0.7423,-0.8825,-0.7076,-0.6704,-0.466,-0.7409,-0.8733,-1.1314,-0.936,-0.8299,-0.6458,-0.7562,-0.8145,-0.2261
22,1,0,16,-1.3519,-0.8914,-1.0305,-0.8164,-0.8026,-1.1369,-1.021,-1.0972,-1.0839,-1.1023,-0.8826,-0.812,-0.6059,-0.8003,-1.3496,-0.9892
22,1,0,17,-1.3904,-1.3965,-1.638,-1.9177,-1.2954,-1.2233,-1.5194,-1.3033,-1.2463,-1.475,-1.5298,-1.3623,-1.3671,-1.201,-1.3961,-1.6448
22,1,0,18,-1.7977,-1.5901,-1.6131,-1.7437,-1.5072,-1.5442,-1.5513,-1.3716,-1.7711,-1.7024,-1.4414,-1.4166,-1.9182,-2.113,-1.82,-2.0422
22,1,0,19,-1.9181,-2.2154,-2.2866,-2.103,-1.7475,-2.2379,-1.8372,-1.6798,-1.9476,-1.806,-2.16,-1.7588,-1.8907,-2.0631,-1.7534,-2.3673
22,1,0,20,-1.658,-2.044,-2.5477,-2.3267,-1.8336,-2.0306,-2.1275,-1.8835,-2.104,-1.9824,-2.377,-2.2521,-2.1454,-1.9571,-2.5685,-1.6538
22,1,0,21,-2.2862,-1.7514,-2.1066,-2.0748,-1.8491,-2.0438,-1.9472,-2.1751,-2.2236,-2.367,-2.0364,-2.1231,-2.2296,-1.7464,-2.3094,-2.3032
22,1,0,22,-2.0065,-1.8536,-1.8811,-1.9487,-1.936,-1.843,-1.7268,-1.8851,-1.9252,-2.151,-2.0117,-2.0334,-1.9403,-1.9221,-1.8486,-1.8223
22,1,0,23,-1.5742,-1.2024,-1.5653,-1.5271,-1.3488,-1.0951,-1.568,-1.2403,-1.3679,-1.3157,-1.7359,-1.4835,-1.3744,-1.4332,-1.4177,-1.5585
22,1,0,24,-0.7716,-0.8932,-0.8954,-0.8023,-0.8693,-0.7422,-1.0452,-1.0967,-0.6093,-0.9527,-0.7217,-0.8561,-0.3055,-0.6076,-0.6468,-0.9398
22,1,0,25,-0.373,0.2018,-0.0577,0.3193,-0.3478,-0.2477,-0.3025,-0.1474,-0.2249,-0.0453,-0.5388,0.1769,0.1734,0.1152,-0.1686,-0.0385
22,1,0,26,0.6241,0.365,0.6386,0.3414,0.3498,0.3989,0.9531,0.9775,1.1795,0.9663,0.344,0.2866,0.9468,0.8248,0.591,0.2725
22,1,0,27,1.2289,1.2837,1.7137,1.2687,1.6295,1.2498,1.274,1.1773,1.405,0.8997,1.1347,1.1611,1.0241,1.4376,0.9428,1.5887
22,1,0,28,2.4839,1.8376,1.6816,1.8047,2.1006,1.5233,1.9956,1.7724,1.6923,2.1046,1.6771,1.7902,1.9297,1.552,1.6098,1.8968
22,1,0,29,2.006,2.0843,2.2333,1.814,2.1401,2.741,2.3819,2.2909,2.2571,2.1631,2.2994,2.0385,2.0993,2.287,2.3565,2.199
22,1,0,30,2.6097,2.2467,2.1842,2.329,2.4192,2.4149,2.0696,2.1233,2.2708,2.505,2.0869,2.3923,2.4265,2.3567,2.2888,1.9709
22,1,0,31,2.344,2.2567,2.2552,2.3665,2.2963,1.9704,2.4542,2.202,1.9748,2.4535,2.4807,2.1304,2.118,1.8309,2.3545,2.4941
22,1,0,32,1.9578,1.6867,1.5787,2.0061,1.4759,2.1466,2.0881,2.1552,1.9596,1.8794,1.963,1.7948,1.9533,1.7967,1.5159,1.9063
22,1,0,33,1.6958,1.6647,1.4359,1.9036,1.5958,1.7994,0.9979,1.9029,1.5012,1.3352,1.4503,1.6538,1.5956,1.7294,1.521,0.8552
22,1,0,34,0.9485,1.4437,1.0199,0.9437,1.2705,1.2012,1.4686,0.939,1.0568,1.1297,1.336,1.1576,1.0683,1.2897,1.2566,1.3321
22,1,0,35,0.3734,0.4093,0.5606,0.569,0.752,0.6529,0.6065,0.9519,0.5269,0.5292,0.5844,0.8295,0.9664,0.8596,0.6432,0.6783
22,1,0,36,0.3553,0.0676,0.2126,-0.0032,0.3611,0.6228,0.5839,-0.0551,0.0948,0.3841,0.6663,0.5103,0.3518,-0.0517,0.4514,0.2191
22,1,0,37,0.2091,-0.3712,0.0305,0.2138,0.1584,0.3054,-0.1633,0.046,-0.0989,-0.0559,-0.0913,-0.3413,-0.0778,-0.4954,0.24,-0.4302
22,1,0,38,-0.4773,-0.3274,-0.3935,-0.2052,0.048,-0.3994,0.2993,-0.5397,-0.5213,-0.2918,-0.4016,-0.3768,-0.42,0.0108,0.072,-0.3359
22,1,0,39,-0.8605,-0.5054,-0.7955,-0.7422,-0.9026,-0.8502,-0.192,-0.7159,-0.4326,-0.4852,-0.3188,-0.7318,-0.4384,-0.3534,-0.668,-0.4308
22,1,0,40,-0.7388,-0.7937,-1.1837,-0.1949,-0.9402,-0.745,-0.426,-0.8298,-0.9627,-0.7601,-1.1296,-0.3843,-1.0173,-0.3717,-0.7446,-0.5553
22,1,0,41,-1.0378,-0.7303,-1.3278,-1.0797,-1.1386,-1.0698,-0.8135,-1.2834,-1.0291,-0.8687,-0.8698,-1.0952,-1.0818,-0.9102,-1.2204,-1.1945
22,1,0,42,-1.4576,-1.4376,-1.3651,-1.5625,-1.512,-1.6291,-1.5289,-1.2901,-0.9633,-1.2234,-1.6013,-1.0304,-1.4594,-1.2835,-1.4988,-1.1832
22,1,0,43,-1.7128,-2.0967,-1.3965,-1.826,-1.7454,-1.7909,-1.5608,-1.4995,-1.8138,-2.0276,-1.6641,-1.8197,-1.5052,-1.3878,-1.7075,-1.7332
22,1,0,44,-1.9928,-1.4732,-1.3027,-1.8295,-2.0551,-1.7658,-1.5018,-1.907,-1.635,-1.815,-1.6478,-2.1141,-1.5758,-1.7987,-1.7644,-1.9597
22,1,0,45,-2.0665,-1.748,-1.9862,-2.023,-2.184,-1.7613,-2.3418,-1.9958,-1.9132,-2.6894,-1.531,-2.004,-1.7555,-2.0401,-1.6879,-1.7835
22,1,0,46,-2.0126,-1.8595,-1.6928,-2.2698,-1.6364,-2.2625,-1.9174,-1.9797,-1.8414,-2.0488,-2.3074,-1.9575,-1.9296,-2.0522,-2.2457,-2.0173
22,1,0,47,-2.2078,-1.8958,-1.72,-1.9729,-1.9096,-2.055,-1.9533,-2.0735,-1.515,-1.7577,-1.731,-2.272,-1.7717,-1.8064,-1.8469,-2.2576
22,1,0,48,-1.5209,-1.4603,-1.364,-0.8907,-1.226,-1.5868,-1.4197,-1.4147,-1.6036,-1.5241,-1.3021,-1.6663,-1.5309,-1.409,-1.1906,-1.2219
22,1,0,49,-1.0152,-1.2876,-0.542,-0.9389,-0.4976,-0.7658,-0.9663,-0.7481,-0.7937,-0.6196,-1.0574,-1.1055,-0.9333,-0.7889,-0.9475,-1.0643
22,1,0,50,-0.0468,-0.007,-0.2205,-0.3086,-0.0886,-0.2127,0.0696,-0.1379,-0.2967,-0.4543,0.2353,-0.3464,-0.1921,-0.2774,-0.4229,-0.1063
22,1,0,51,0.7003,0.774,0.9336,0.3888,0.3177,0.3665,0.4591,0.5353,0.9056,0.5249,0.3004,0.4559,0.6767,0.167,0.2893,0.362
22,1,0,52,1.6481,1.2961,1.2949,1.1999,0.9916,1.2958,1.69,1.1347,1.255,1.2679,1.3986,1.0717,1.6176,1.5939,1.4363,1.0489
22,1,0,53,1.5559,1.966,1.6922,1.9623,1.9327,2.0631,1.9291,1.8412,1.9776,1.9132,1.6856,1.62,1.9454,1.9537,1.933,1.7295
22,1,0,54,1.9351,2.1121,2.1054,2.4265,2.3179,2.3226,2.2659,2.0542,1.9798,1.9303,2.0872,2.2929,2.3167,2.3415,2.1642,2.3261
22,1,0,55,2.5077,2.041,2.1607,2.4434,2.2703,2.2321,2.5067,2.35,2.4298,2.0954,2.6872,2.2962,2.173,2.5531,2.3934,2.3378
22,1,0,56,2.2571,2.2719,2.4007,2.6273,1.9839,2.3512,2.5088,2.4482,2.4997,2.1724,2.3092,2.3631,2.301,2.5842,2.6988,2.1711
22,1,0,57,2.2041,1.9358,1.6316,1.9156,1.4153,1.7729,1.8293,1.8824,2.1135,1.8513,2.4649,2.0199,1.7107,1.527,1.8801,2.024
22,1,0,58,1.9712,1.4687,1.578,1.4111,1.5891,1.3404,1.6839,1.2533,1.5579,1.7513,1.5259,1.75,1.3386,1.6736,1.8374,1.4349
22,1,0,59,1.4343,1.5539,1.4281,1.4021,1.4242,0.9517,1.1221,1.1226,1.3073,1.2258,1.2898,1.0462,1.6568,1.1406,1.2732,1.0345
22,1,0,60,0.5335,0.409,0.6223,0.6462,0.6827,0.8107,0.9159,0.8268,0.7448,0.4336,0.5462,0.5735,0.6857,0.8031,0.6377,0.5786
22,1,0,61,-0.0349,0.2489,0.1063,0.725,0.294,0.2948,0.0559,-0.3193,0.4266,0.3554,0.3963,0.177,-0.0465,0.2332,0.3081,-0.4144
22,1,0,62,-0.2513,-0.4422,-0.0327,0.3565,-0.2034,-0.2885,0.1352,-0.617,-0.063,0.2362,-0.3352,-0.3592,-0.4472,-0.2734,-0.2119,-0.1931
22,1,0,63,-0.4505,-0.3304,-0.2165,-0.2914,-0.3947,-0.3182,-0.5398,-0.2549,-0.4443,-0.3952,-0.3485,-0.5609,-0.3658,-0.2837,-0.5932,-0.7593
22,1,0,64,-0.8039,-0.682,-0.8577,-0.649,-1.0053,-0.7464,-0.4428,-0.8475,-0.8065,-1.0334,-0.7363,-0.506,-0.3046,-0.8258,-0.5923,-0.575
22,1,0,65,-1.0893,-0.8777,-0.8509,-0.8914,-0.5125,-1.1966,-1.1654,-0.7339,-0.8431,-0.8729,-0.6399,-1.0438,-0.6754,-1.184,-0.972,-1.111
22,1,0,66,-0.9348,-0.8504,-1.013,-0.9265,-1.0167,-1.1051,-1.0221,-1.1718,-1.1921,-1.3823,-0.9303,-0.9231,-0.8353,-1.0634,-1.2036,-1.0032
22,1,0,67,-1.589,-1.1949,-1.2191,-1.1158,-1.3136,-1.2784,-1.2764,-1.1648,-1.4545,-0.9467,-1.2141,-1.1513,-1.1101,-1.376,-1.4662,-1.1227
22,1,0,68,-1.485,-1.702,-1.7785,-1.5919,-1.2944,-1.4247,-1.4754,-1.5995,-1.6219,-1.8245,-1.7994,-1.7182,-1.5115,-1.6669,-1.6282,-1.4451
22,1,0,69,-1.6334,-2.1232,-1.8459,-1.6663,-1.3529,-1.9542,-1.7524,-2.0677,-1.7871,-1.5073,-1.7905,-1.8225,-1.6358,-1.8313,-1.6856,-2.0233
22,1,0,70,-2.0272,-1.6514,-1.7527,-1.7547,-1.9241,-1.6262,-1.4786,-2.0108,-1.9564,-1.6579,-1.9867,-1.9591,-1.691,-2.1979,-1.8111,-1.5617
22,1,0,71,-1.679,-1.9696,-1.9005,-2.041,-1.8672,-1.7899,-2.1812,-1.8235,-1.6045,-2.0174,-1.7727,-2.166,-2.1944,-1.8575,-1.7648,-1.6674
22,1,0,72,-1.614,-1.618,-1.9648,-1.7797,-1.914,-1.5926,-1.7597,-1.9654,-1.6984,-1.8923,-1.7957,-1.8242,-1.4884,-1.7801,-1.6137,-1.5298
22,1,0,73,-1.2111,-1.4798,-1.5358,-1.0502,-1.8113,-1.3158,-1.0709,-1.5006,-1.772,-1.202,-1.4491,-1.2898,-1.3707,-1.2456,-1.106,-1.599
22,1,0,74,-0.7755,-0.883,-1.0103,-0.5143,-0.936,-0.76,-0.9625,-0.8154,-0.8103,-1.0207,-1.1116,-0.9299,-0.6958,-0.9103,-1.0745,-0.859
22,1,0,75,0.0593,-0.5544,-0.5029,0.114,-0.5671,-0.0654,-0.5138,-0.3793,-0.2243,-0.4649,0.0697,-0.2627,-0.3754,-0.0473,0.0045,-0.059
22,1,0,76,0.3462,0.022,0.4678,0.4712,0.8212,0.1035,0.2067,0.3587,0.446,0.3795,0.152,-0.0546,0.9713,0.5277,0.6692,0.3747
22,1,0,77,1.0639,1.0232,1.0024,1.1129,1.2023,0.7327,0.9816,1.1648,1.185,0.95,1.1346,1.0463,0.748,1.0802,1.2833,1.0907
22,1,0,78,1.7014,1.7706,1.333,1.5664,1.7493,1.7115,1.6528,1.8137,1.822,1.6091,1.9054,1.5487,1.6501,2.1143,2.1076,1.5627
22,1,0,79,2.0795,2.4293,2.3261,2.4224,2.246,1.9534,2.0542,2.2474,2.1161,2.0082,1.9007,2.1897,2.1345,1.9854,2.1811,2.1167
22,1,0,80,2.5043,2.3177,2.2143,2.3265,2.2347,2.4435,2.1531,2.5565,2.9435,1.9985,2.4319,2.403,2.5219,2.58,2.2281,2.6127
22,1,0,81,2.4625,2.3942,2.4649,2.1568,2.4508,2.6123,2.5128,2.5279,2.506,2.1806,2.3172,2.3512,2.6078,2.4606,2.1625,2.7771
22,1,0,82,1.9453,2.0627,1.9184,2.4911,2.2342,2.0075,2.1094,2.1647,1.8437,2.4672,2.0361,2.1836,1.8977,2.19,1.9297,2.4982
22,1,0,83,1.7556,1.4013,1.9178,1.74,1.6917,1.7629,1.6957,1.6207,1.776,1.6871,1.7352,1.7933,2.0279,1.6828,2.1088,1.853
22,1,0,84,1.295,1.5355,1.2407,1.2431,1.3449,1.5916,1.1828,1.2003,1.3244,1.4203,1.3822,1.305,1.292,1.3805,1.2497,1.1207
22,1,0,85,0.7892,0.3518,0.5999,0.563,0.9747,0.8318,1.0107,0.7048,0.818,0.7913,0.8411,0.4966,0.7321,0.4582,0.6478,0.7561
22,1,0,86,0.2147,0.1969,0.168,0.1564,0.174,0.465,0.6837,0.1826,0.5088,-0.0029,0.4394,0.1123,0.7445,-0.1665,0.333,0.064
22,1,0,87,-0.403,-0.0625,-0.2458,-0.4319,-0.1706,-0.2165,-0.0892,-0.2571,-0.0108,-0.1634,-0.4203,-0.0779,-0.1038,-0.7868,0.0588,-0.5017
22,1,0,88,-0.2809,-0.8784,-0.9168,-0.3653,-0.5173,-0.7652,-0.5352,-0.5321,-0.5858,-0.7367,-0.3676,-0.7016,-0.6784,-0.8915,-0.6054,-0.553
22,1,0,89,-0.8877,-0.8483,-0.5046,-1.2207,-0.8569,-0.7405,-0.6712,-0.9587,-0.9665,-0.9684,-1.0006,-0.7392,-0.7727,-0.7674,-0.9795,-1.1845
22,1,0,90,-0.6412,-1.3744,-0.9615,-1.0429,-1.0441,-1.2822,-1.1678,-1.05,-1.1868,-0.7562,-1.0205,-1.3104,-1.2744,-1.3574,-0.8421,-1.1801
22,1,0,91,-1.1774,-1.0836,-1.4763,-1.1325,-1.1774,-1.2208,-0.8815,-0.6831,-1.3611,-1.3513,-1.136,-1.1108,-1.5945,-1.1298,-1.3317,-1.5081
22,1,0,92,-1.2247,-1.3506,-1.3939,-1.2952,-1.4454,-1.0818,-1.2459,-1.2373,-1.5603,-1.3451,-1.1542,-1.2905,-1.2491,-1.0495,-1.4652,-1.3559
22,1,0,93,-1.4416,-1.4192,-1.4288,-1.4083,-1.6806,-1.4256,-1.7215,-1.4894,-1.5717,-1.5747,-1.9304,-1.5692,-1.8387,-1.8728,-1.404,-1.4178
22,1,0,94,-1.9423,-1.5286,-1.8444,-1.5528,-1.8147,-1.6515,-1.5659,-1.6196,-1.7757,-1.57,-1.4646,-1.6182,-1.5974,-1.7995,-1.1418,-1.6925
22,1,0,95,-1.7864,-1.6688,-1.6891,-1.77,-1.7358,-1.4023,-1.6002,-1.834,-1.6039,-1.59,-1.8988,-1.4816,-1.6949,-1.4496,-1.5993,-1.3859
22,1,0,96,-1.8946,-1.6837,-2.0953,-1.6241,-1.6791,-1.8982,-1.7507,-1.5455,-1.8419,-1.6235,-1.8551,-1.6169,-1.7803,-1.1332,-1.7884,-1.2801
22,1,0,97,-1.8819,-1.2157,-1.7487,-1.4564,-1.6113,-1.6331,-1.2506,-1.9577,-1.5849,-1.359,-1.1445,-1.7831,-1.4699,-1.6926,-1.9374,-1.5387
22,1,0,98,-1.6941,-1.512,-1.178,-1.6246,-0.9878,-1.4933,-1.1176,-1.4253,-1.35,-1.3058,-1.3001,-1.2896,-1.6558,-1.2324,-1.378,-1.5985
22,1,0,99,-1.033,-0.9306,-1.1171,-0.9129,-0.9431,-0.6902,-0.9292,-1.2285,-0.5902,-1.0067,-1.0028,-0.8804,-1.1045,-0.8614,-1.0914,-0.9839
22,1,0,100,-0.1262,-0.1772,-0.3362,-0.2888,-0.1178,-0.3176,-0.2562,-0.4048,-0.3488,-0.5565,-0.3256,-0.122,-0.385,-0.3265,-0.5023,-0.0168
22,1,0,101,0.4621,0.0985,0.4176,0.0808,0.3583,0.4816,0.5912,0.2193,0.2082,0.386,0.3237,0.1666,0.5528,0.3124,0.2928,0.1382
22,1,0,102,1.0516,0.9391,0.7116,1.1666,0.7287,0.9477,1.0433,1.0449,1.1682,0.7186,0.4688,0.8379,1.2332,0.8074,0.925,0.8104
22,1,0,103,1.3831,1.8035,1.7018,1.4631,2.018,1.4614,1.3623,1.7412,1.8333,1.641,1.5767,1.7115,1.5884,2.0551,1.7669,1.5529
22,1,0,104,1.9316,2.1024,2.1463,2.3731,2.2631,2.0614,1.7026,1.9758,2.1443,2.072,1.8605,2.015,2.3223,1.9423,2.0794,1.9523
22,1,0,105,2.5846,2.3771,2.6942,2.0961,2.1623,2.3852,2.6758,2.2069,2.4963,2.49,2.555,2.5031,2.4754,2.1796,2.4537,2.4521
22,1,0,106,2.3523,2.5261,2.2807,2.201,2.4512,2.7953,2.8229,2.4452,2.3566,2.3888,2.5807,1.9927,2.3559,2.4484,2.503,1.9423
22,1,0,107,2.1821,2.6354,2.0125,2.2221,2.4868,2.3754,2.6255,2.7938,2.0554,2.1543,2.3179,2.195,2.1005,2.0467,2.4868,2.2618
22,1,0,108,1.3414,1.925,1.7966,1.8699,1.686,1.9947,1.6616,1.5851,1.9129,1.8844,1.7568,1.687,1.6842,1.8602,1.9116,1.5563
